Oil Priority,Business Name,Cuisine Type,Address,Postcode,Phone,Website,Latitude,Longitude,Source,Contacted,Contact_Date,Contact_Notes
MEDIUM,Chakra,cafe,"587, Green Lanes, N15 1, London",N15 1,+44 20 8341 2939,https://instagram.com/chakrauk/,51.5840788,-0.1002158,OpenStreetMap,False,,
MEDIUM,Chakra,cafe,"587, Green Lanes, N15 9, London",N15 9,+44 20 8341 2939,https://instagram.com/chakrauk/,51.5840788,-0.1002158,OpenStreetMap,False,,
MEDIUM,Charlie's,cafe,"N2 8, London",N2 8,,,51.5947473,-0.1091144,OpenStreetMap,False,,
MEDIUM,Charlie's,cafe,"N6 2, London",N6 2,,,51.5947473,-0.1091144,OpenStreetMap,False,,
MEDIUM,Charlie's,cafe,"N8 4, London",N8 4,,,51.5947473,-0.1091144,OpenStreetMap,False,,
MEDIUM,Charlie's,cafe,"N22 1, London",N22 1,,,51.5947473,-0.1091144,OpenStreetMap,False,,
MEDIUM,Charlie's,cafe,"N22 2, London",N22 2,,,51.5947473,-0.1091144,OpenStreetMap,False,,
MEDIUM,Charlie's,cafe,"N22 5, London",N22 5,,,51.5947473,-0.1091144,OpenStreetMap,False,,
MEDIUM,Charlie's,cafe,"N22 7, London",N22 7,,,51.5947473,-0.1091144,OpenStreetMap,False,,
MEDIUM,Charlie's,cafe,"N22 9, London",N22 9,,,51.5947473,-0.1091144,OpenStreetMap,False,,
MEDIUM,Charlie's Cafe,cafe,"38, Philip Lane, N15 2, London",N15 2,,,51.5887003,-0.0726397,OpenStreetMap,False,,
MEDIUM,Charlie's Cafe,cafe,"38, Philip Lane, N15 3, London",N15 3,,,51.5887003,-0.0726397,OpenStreetMap,False,,
MEDIUM,Charlie's Cafe,cafe,"38, Philip Lane, N15 7, London",N15 7,,,51.5887003,-0.0726397,OpenStreetMap,False,,
MEDIUM,Charlie's Cafe,cafe,"38, Philip Lane, N17 0, London",N17 0,,,51.5887003,-0.0726397,OpenStreetMap,False,,
MEDIUM,Charlie's Cafe,cafe,"38, Philip Lane, N17 1, London",N17 1,,,51.5887003,-0.0726397,OpenStreetMap,False,,
MEDIUM,Charlie's Cafe,cafe,"38, Philip Lane, N17 2, London",N17 2,,,51.5887003,-0.0726397,OpenStreetMap,False,,
MEDIUM,Charlie's Cafe,cafe,"38, Philip Lane, N17 3, London",N17 3,,,51.5887003,-0.0726397,OpenStreetMap,False,,
MEDIUM,Charlie's Cafe,cafe,"38, Philip Lane, N17 4, London",N17 4,,,51.5887003,-0.0726397,OpenStreetMap,False,,
MEDIUM,Charlie's Cafe,cafe,"38, Philip Lane, N17 5, London",N17 5,,,51.5887003,-0.0726397,OpenStreetMap,False,,
MEDIUM,Charlie's Cafe,cafe,"38, Philip Lane, N17 6, London",N17 6,,,51.5887003,-0.0726397,OpenStreetMap,False,,
MEDIUM,Charlie's Cafe,cafe,"38, Philip Lane, N17 7, London",N17 7,,,51.5887003,-0.0726397,OpenStreetMap,False,,
MEDIUM,Charlie's Cafe,cafe,"38, Philip Lane, N17 9, London",N17 9,,,51.5887003,-0.0726397,OpenStreetMap,False,,
MEDIUM,Chef's Delight,cafe,"High Road, N2 8, London",N2 8,,,51.5909601,-0.1042052,OpenStreetMap,False,,
MEDIUM,Chef's Delight,cafe,"High Road, N6 2, London",N6 2,,,51.5909601,-0.1042052,OpenStreetMap,False,,
MEDIUM,Chef's Delight,cafe,"High Road, N8 4, London",N8 4,,,51.5909601,-0.1042052,OpenStreetMap,False,,
MEDIUM,Chef's Delight,cafe,"High Road, N22 1, London",N22 1,,,51.5909601,-0.1042052,OpenStreetMap,False,,
MEDIUM,Chef's Delight,cafe,"High Road, N22 2, London",N22 2,,,51.5909601,-0.1042052,OpenStreetMap,False,,
MEDIUM,Chef's Delight,cafe,"High Road, N22 5, London",N22 5,,,51.5909601,-0.1042052,OpenStreetMap,False,,
MEDIUM,Chef's Delight,cafe,"High Road, N22 7, London",N22 7,,,51.5909601,-0.1042052,OpenStreetMap,False,,
MEDIUM,Chef's Delight,cafe,"High Road, N22 9, London",N22 9,,,51.5909601,-0.1042052,OpenStreetMap,False,,
MEDIUM,Cherry Blossom Cafe,cafe,"39, Muswell Hill Road, N10 0, London",N10 0,,,51.5857999,-0.1472695,OpenStreetMap,False,,
MEDIUM,Cherry Blossom Cafe,cafe,"39, Muswell Hill Road, N10 1, London",N10 1,,,51.5857999,-0.1472695,OpenStreetMap,False,,
MEDIUM,Cherry Blossom Cafe,cafe,"39, Muswell Hill Road, N10 2, London",N10 2,,,51.5857999,-0.1472695,OpenStreetMap,False,,
MEDIUM,Cherry Blossom Cafe,cafe,"39, Muswell Hill Road, N10 4, London",N10 4,,,51.5857999,-0.1472695,OpenStreetMap,False,,
MEDIUM,Cherry Blossom Cafe,cafe,"39, Muswell Hill Road, N10 5, London",N10 5,,,51.5857999,-0.1472695,OpenStreetMap,False,,
MEDIUM,Cherry Blossom Cafe,cafe,"39, Muswell Hill Road, N10 6, London",N10 6,,,51.5857999,-0.1472695,OpenStreetMap,False,,
MEDIUM,Cherry Blossom Cafe,cafe,"39, Muswell Hill Road, N10 7, London",N10 7,,,51.5857999,-0.1472695,OpenStreetMap,False,,
MEDIUM,Cherry Blossom Cafe,cafe,"39, Muswell Hill Road, N10 8, London",N10 8,,,51.5857999,-0.1472695,OpenStreetMap,False,,
MEDIUM,Cherry Blossom Cafe,cafe,"39, Muswell Hill Road, N10 9, London",N10 9,,,51.5857999,-0.1472695,OpenStreetMap,False,,
MEDIUM,Chestnut Cafe,cafe,"St Ann's Road, N15 0, London",N15 0,,,51.5817264,-0.0902483,OpenStreetMap,False,,
MEDIUM,Chestnut Cafe,cafe,"St Ann's Road, N15 1, London",N15 1,,,51.5817264,-0.0902483,OpenStreetMap,False,,
MEDIUM,Chestnut Cafe,cafe,"St Ann's Road, N15 4, London",N15 4,,,51.5817264,-0.0902483,OpenStreetMap,False,,
MEDIUM,Chestnut Cafe,cafe,"St Ann's Road, N15 5, London",N15 5,,,51.5817264,-0.0902483,OpenStreetMap,False,,
MEDIUM,Chestnut Cafe,cafe,"St Ann's Road, N15 6, London",N15 6,,,51.5817264,-0.0902483,OpenStreetMap,False,,
MEDIUM,Chestnut Cafe,cafe,"St Ann's Road, N15 8, London",N15 8,,,51.5817264,-0.0902483,OpenStreetMap,False,,
MEDIUM,Chestnut Cafe,cafe,"St Ann's Road, N15 9, London",N15 9,,,51.5817264,-0.0902483,OpenStreetMap,False,,
MEDIUM,China Chef,chinese,"466, West Green Road, N15 1, London",N15 1,+44 20 3092 7910,,51.5873151,-0.0979401,OpenStreetMap,False,,
MEDIUM,China Chef,chinese,"466, West Green Road, N15 9, London",N15 9,+44 20 3092 7910,,51.5873151,-0.0979401,OpenStreetMap,False,,
MEDIUM,Choko Restaurany,restaurant,"N22 8, London",N22 8,,,51.5978714,-0.0929952,OpenStreetMap,False,,
MEDIUM,Chriskitch,cafe,"7A, Tetherdown, N2 0, London",N2 0,,,51.592165,-0.1496825,OpenStreetMap,False,,
MEDIUM,Chriskitch,cafe,"7A, Tetherdown, N2 1, London",N2 1,,,51.592165,-0.1496825,OpenStreetMap,False,,
MEDIUM,Chriskitch,cafe,"7A, Tetherdown, N2 2, London",N2 2,,,51.592165,-0.1496825,OpenStreetMap,False,,
MEDIUM,Chriskitch,cafe,"7A, Tetherdown, N2 3, London",N2 3,,,51.592165,-0.1496825,OpenStreetMap,False,,
MEDIUM,Chriskitch,cafe,"7A, Tetherdown, N2 4, London",N2 4,,,51.592165,-0.1496825,OpenStreetMap,False,,
MEDIUM,Chriskitch,cafe,"7A, Tetherdown, N2 5, London",N2 5,,,51.592165,-0.1496825,OpenStreetMap,False,,
MEDIUM,Chriskitch,cafe,"7A, Tetherdown, N2 6, London",N2 6,,,51.592165,-0.1496825,OpenStreetMap,False,,
MEDIUM,Chriskitch,cafe,"7A, Tetherdown, N2 7, London",N2 7,,,51.592165,-0.1496825,OpenStreetMap,False,,
MEDIUM,Chriskitch,cafe,"7A, Tetherdown, N2 9, London",N2 9,,,51.592165,-0.1496825,OpenStreetMap,False,,
MEDIUM,Chriskitch,cafe,"7A, Tetherdown, N10 3, London",N10 3,,,51.592165,-0.1496825,OpenStreetMap,False,,
MEDIUM,Chriskitch,cafe,"7A, Tetherdown, N10 4, London",N10 4,,,51.592165,-0.1496825,OpenStreetMap,False,,
MEDIUM,Chriskitch,cafe,"7A, Tetherdown, N10 5, London",N10 5,,,51.592165,-0.1496825,OpenStreetMap,False,,
MEDIUM,Chuku‘s,nigerian,"274, High Road, N15 2, London",N15 2,,https://www.chukuslondon.co.uk/,51.5858409,-0.0714338,OpenStreetMap,False,,
MEDIUM,Chuku‘s,nigerian,"274, High Road, N15 3, London",N15 3,,https://www.chukuslondon.co.uk/,51.5858409,-0.0714338,OpenStreetMap,False,,
MEDIUM,Chuku‘s,nigerian,"274, High Road, N15 7, London",N15 7,,https://www.chukuslondon.co.uk/,51.5858409,-0.0714338,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N4 0, London",N4 0,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N4 1, London",N4 1,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N4 2, London",N4 2,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N4 3, London",N4 3,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N4 4, London",N4 4,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N4 5, London",N4 5,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N4 6, London",N4 6,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N4 7, London",N4 7,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N4 8, London",N4 8,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N4 9, London",N4 9,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N8 0, London",N8 0,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N8 1, London",N8 1,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N8 2, London",N8 2,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N8 6, London",N8 6,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N8 8, London",N8 8,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Ciabo Food,coffee_shop,"40, Quernmore Road, N8 9, London",N8 9,+44 2083 401708,https://ciabofood.co.uk/,51.5773419,-0.1061693,OpenStreetMap,False,,
MEDIUM,Cigkoftem,turkish,"417, Green Lanes, N4 4, London",N4 4,+44 20 8347 9203,https://cigkoftem.com,51.5784727,-0.0991429,OpenStreetMap,False,,
MEDIUM,Cigkoftem,turkish,"417, Green Lanes, N15 1, London",N15 1,+44 20 8347 9203,https://cigkoftem.com,51.5784727,-0.0991429,OpenStreetMap,False,,
MEDIUM,Cigkoftem,turkish,"417, Green Lanes, N15 9, London",N15 9,+44 20 8347 9203,https://cigkoftem.com,51.5784727,-0.0991429,OpenStreetMap,False,,
MEDIUM,Cilicia,mediterranean,"440, Muswell Hill Broadway, N10 4, London",N10 4,+44 20 8444 7172,https://thecilicia.com,51.5924787,-0.1429873,OpenStreetMap,False,,
MEDIUM,Cilicia,mediterranean,"440, Muswell Hill Broadway, N10 5, London",N10 5,+44 20 8444 7172,https://thecilicia.com,51.5924787,-0.1429873,OpenStreetMap,False,,
MEDIUM,Cilicia,mediterranean,"440, Muswell Hill Broadway, N10 6, London",N10 6,+44 20 8444 7172,https://thecilicia.com,51.5924787,-0.1429873,OpenStreetMap,False,,
MEDIUM,Cleopatra Shisha Lounge,cafe,"21, Turnpike Lane, N2 8, London",N2 8,,https://cleopatra-shisha-lounge.business.site/,51.5897101,-0.1053423,OpenStreetMap,False,,
MEDIUM,Cleopatra Shisha Lounge,cafe,"21, Turnpike Lane, N6 2, London",N6 2,,https://cleopatra-shisha-lounge.business.site/,51.5897101,-0.1053423,OpenStreetMap,False,,
MEDIUM,Cleopatra Shisha Lounge,cafe,"21, Turnpike Lane, N8 4, London",N8 4,,https://cleopatra-shisha-lounge.business.site/,51.5897101,-0.1053423,OpenStreetMap,False,,
MEDIUM,Cleopatra Shisha Lounge,cafe,"21, Turnpike Lane, N22 1, London",N22 1,,https://cleopatra-shisha-lounge.business.site/,51.5897101,-0.1053423,OpenStreetMap,False,,
MEDIUM,Cleopatra Shisha Lounge,cafe,"21, Turnpike Lane, N22 2, London",N22 2,,https://cleopatra-shisha-lounge.business.site/,51.5897101,-0.1053423,OpenStreetMap,False,,
MEDIUM,Cleopatra Shisha Lounge,cafe,"21, Turnpike Lane, N22 5, London",N22 5,,https://cleopatra-shisha-lounge.business.site/,51.5897101,-0.1053423,OpenStreetMap,False,,
MEDIUM,Cleopatra Shisha Lounge,cafe,"21, Turnpike Lane, N22 7, London",N22 7,,https://cleopatra-shisha-lounge.business.site/,51.5897101,-0.1053423,OpenStreetMap,False,,
MEDIUM,Cleopatra Shisha Lounge,cafe,"21, Turnpike Lane, N22 9, London",N22 9,,https://cleopatra-shisha-lounge.business.site/,51.5897101,-0.1053423,OpenStreetMap,False,,
MEDIUM,Cloud7,coffee_shop,"40a, Tottenham Lane, N2 8, London",N2 8,,,51.5865912,-0.1124163,OpenStreetMap,False,,
MEDIUM,Cloud7,coffee_shop,"40a, Tottenham Lane, N6 2, London",N6 2,,,51.5865912,-0.1124163,OpenStreetMap,False,,
MEDIUM,Cloud7,coffee_shop,"40a, Tottenham Lane, N8 0, London",N8 0,,,51.5865912,-0.1124163,OpenStreetMap,False,,
MEDIUM,Cloud7,coffee_shop,"40a, Tottenham Lane, N8 1, London",N8 1,,,51.5865912,-0.1124163,OpenStreetMap,False,,
MEDIUM,Cloud7,coffee_shop,"40a, Tottenham Lane, N8 2, London",N8 2,,,51.5865912,-0.1124163,OpenStreetMap,False,,
MEDIUM,Cloud7,coffee_shop,"40a, Tottenham Lane, N8 4, London",N8 4,,,51.5865912,-0.1124163,OpenStreetMap,False,,
MEDIUM,Cloud7,coffee_shop,"40a, Tottenham Lane, N8 6, London",N8 6,,,51.5865912,-0.1124163,OpenStreetMap,False,,
MEDIUM,Cloud7,coffee_shop,"40a, Tottenham Lane, N8 8, London",N8 8,,,51.5865912,-0.1124163,OpenStreetMap,False,,
MEDIUM,Cloud7,coffee_shop,"40a, Tottenham Lane, N8 9, London",N8 9,,,51.5865912,-0.1124163,OpenStreetMap,False,,
MEDIUM,Cloud7,coffee_shop,"40a, Tottenham Lane, N22 2, London",N22 2,,,51.5865912,-0.1124163,OpenStreetMap,False,,
MEDIUM,Cocoro,sushi,"N6 0, London",N6 0,,http://cocororestaurant.co.uk/,51.5743864,-0.141722,OpenStreetMap,False,,
MEDIUM,Cocoro,sushi,"N6 1, London",N6 1,,http://cocororestaurant.co.uk/,51.5743864,-0.141722,OpenStreetMap,False,,
MEDIUM,Cocoro,sushi,"N6 3, London",N6 3,,http://cocororestaurant.co.uk/,51.5743864,-0.141722,OpenStreetMap,False,,
MEDIUM,Cocoro,sushi,"N6 4, London",N6 4,,http://cocororestaurant.co.uk/,51.5743864,-0.141722,OpenStreetMap,False,,
MEDIUM,Cocoro,sushi,"N6 5, London",N6 5,,http://cocororestaurant.co.uk/,51.5743864,-0.141722,OpenStreetMap,False,,
MEDIUM,Cocoro,sushi,"N6 6, London",N6 6,,http://cocororestaurant.co.uk/,51.5743864,-0.141722,OpenStreetMap,False,,
MEDIUM,Cocoro,sushi,"N6 7, London",N6 7,,http://cocororestaurant.co.uk/,51.5743864,-0.141722,OpenStreetMap,False,,
MEDIUM,Cocoro,sushi,"N6 8, London",N6 8,,http://cocororestaurant.co.uk/,51.5743864,-0.141722,OpenStreetMap,False,,
MEDIUM,Coffee & Exchange,cafe,"N4 9, London",N4 9,,,51.5642731,-0.1082473,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N4 0, London",N4 0,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N4 1, London",N4 1,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N4 2, London",N4 2,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N4 3, London",N4 3,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N4 5, London",N4 5,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N4 6, London",N4 6,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N4 7, London",N4 7,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N8 0, London",N8 0,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N8 1, London",N8 1,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N8 2, London",N8 2,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N8 5, London",N8 5,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N8 6, London",N8 6,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N8 7, London",N8 7,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N8 8, London",N8 8,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Coffee Circus,coffee_shop,"136, Crouch Hill, N8 9, London",N8 9,,http://www.coffeecircus.co.uk/,51.5779032,-0.1234697,OpenStreetMap,False,,
MEDIUM,Common Ground,cafe,"49, Stroud Green Road, N4 8, London",N4 8,,http://commongroundlondon.co.uk,51.5677355,-0.1094145,OpenStreetMap,False,,
MEDIUM,Common Ground,cafe,"49, Stroud Green Road, N4 9, London",N4 9,,http://commongroundlondon.co.uk,51.5677355,-0.1094145,OpenStreetMap,False,,
MEDIUM,Cornelius Restaurant,romanian,"N2 8, London",N2 8,,,51.5883919,-0.1148581,OpenStreetMap,False,,
MEDIUM,Cornelius Restaurant,romanian,"N6 2, London",N6 2,,,51.5883919,-0.1148581,OpenStreetMap,False,,
MEDIUM,Cornelius Restaurant,romanian,"N8 4, London",N8 4,,,51.5883919,-0.1148581,OpenStreetMap,False,,
MEDIUM,Cornelius Restaurant,romanian,"N22 2, London",N22 2,,,51.5883919,-0.1148581,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"679, Green Lanes, N2 8, London",N2 8,,,51.590466,-0.1037287,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"High Road, N2 8, London",N2 8,,,51.5937504,-0.1081908,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"N4 4, London",N4 4,,,51.5765301,-0.0976654,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"421, Green Lanes, N4 4, London",N4 4,,,51.5785697,-0.09916,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"N4 9, London",N4 9,,,51.5668659,-0.1075972,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"66, Highgate High Street, N6 0, London",N6 0,,,51.5708999,-0.1480758,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"679, Green Lanes, N6 2, London",N6 2,,,51.590466,-0.1037287,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"High Road, N6 2, London",N6 2,,,51.5937504,-0.1081908,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"66, Highgate High Street, N6 6, London",N6 6,,,51.5708999,-0.1480758,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"66, Highgate High Street, N6 8, London",N6 8,,,51.5708999,-0.1480758,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"1, The Broadway, N8 0, London",N8 0,,,51.5784931,-0.1241172,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"1, The Broadway, N8 1, London",N8 1,,,51.5784931,-0.1241172,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"1, The Broadway, N8 2, London",N8 2,,,51.5784931,-0.1241172,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"679, Green Lanes, N8 4, London",N8 4,,,51.590466,-0.1037287,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"High Road, N8 4, London",N8 4,,,51.5937504,-0.1081908,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"1, The Broadway, N8 5, London",N8 5,,,51.5784931,-0.1241172,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"1, The Broadway, N8 6, London",N8 6,,,51.5784931,-0.1241172,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"1, The Broadway, N8 7, London",N8 7,,,51.5784931,-0.1241172,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"1, The Broadway, N8 8, London",N8 8,,,51.5784931,-0.1241172,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"1, The Broadway, N8 9, London",N8 9,,,51.5784931,-0.1241172,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"376, Muswell Hill Broadway, N10 4, London",N10 4,,,51.5915266,-0.1424173,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"376, Muswell Hill Broadway, N10 5, London",N10 5,,,51.5915266,-0.1424173,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"376, Muswell Hill Broadway, N10 6, London",N10 6,,,51.5915266,-0.1424173,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"421, Green Lanes, N15 1, London",N15 1,,,51.5785697,-0.09916,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"261A, High Road, N15 2, London",N15 2,,,51.5840025,-0.0726284,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"Broad Lane, N15 3, London",N15 3,,,51.587608,-0.063297,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"261A, High Road, N15 3, London",N15 3,,,51.5840025,-0.0726284,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"Broad Lane, N15 7, London",N15 7,,,51.587608,-0.063297,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"261A, High Road, N15 7, London",N15 7,,,51.5840025,-0.0726284,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"N15 9, London",N15 9,,,51.5765301,-0.0976654,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"421, Green Lanes, N15 9, London",N15 9,,,51.5785697,-0.09916,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"549, High Road, N17 0, London",N17 0,,,51.5953223,-0.0691479,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"549, High Road, N17 1, London",N17 1,,,51.5953223,-0.0691479,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"549, High Road, N17 2, London",N17 2,,,51.5953223,-0.0691479,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"549, High Road, N17 3, London",N17 3,,,51.5953223,-0.0691479,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"549, High Road, N17 4, London",N17 4,,,51.5953223,-0.0691479,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"549, High Road, N17 5, London",N17 5,,,51.5953223,-0.0691479,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"549, High Road, N17 6, London",N17 6,,,51.5953223,-0.0691479,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"549, High Road, N17 7, London",N17 7,,,51.5953223,-0.0691479,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"549, High Road, N17 8, London",N17 8,,,51.5953223,-0.0691479,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"549, High Road, N17 9, London",N17 9,,,51.5953223,-0.0691479,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"679, Green Lanes, N22 1, London",N22 1,,,51.590466,-0.1037287,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"High Road, N22 1, London",N22 1,,,51.5937504,-0.1081908,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"679, Green Lanes, N22 2, London",N22 2,,,51.590466,-0.1037287,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"High Road, N22 2, London",N22 2,,,51.5937504,-0.1081908,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"679, Green Lanes, N22 5, London",N22 5,,,51.590466,-0.1037287,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"High Road, N22 5, London",N22 5,,,51.5937504,-0.1081908,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"679, Green Lanes, N22 7, London",N22 7,,,51.590466,-0.1037287,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"High Road, N22 7, London",N22 7,,,51.5937504,-0.1081908,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"679, Green Lanes, N22 9, London",N22 9,,,51.590466,-0.1037287,OpenStreetMap,False,,
MEDIUM,Costa,coffee_shop,"High Road, N22 9, London",N22 9,,,51.5937504,-0.1081908,OpenStreetMap,False,,
MEDIUM,Crocodile Cafe,tea;cake;coffee_shop;british,"122, Muswell Hill Broadway, N10 4, London",N10 4,,http://www.crocodileantiques.com/our_cafe.html,51.5901669,-0.1433808,OpenStreetMap,False,,
